;username;text;date
10;baksosfkunair;"MYOSIN WEBINAR SERIES #3•Telah terlaksana webinar terakhir dari MYOSIN Webinar Series dengan tema ""Cerdas dan Kreatif dalam Bersosial Media di Era Milenial"". Terima kasih kepada narasumber dan seluruh peserta. Semoga webinar yang diberikan dapat menginspirasi kita semua dan bermanfaat untuk mendukung aktivitas kita di era milenial ini.•""Sedikit yang kita berikan, bisa sangat berarti bagi mereka yang membutuhkan"" -Myosin 2020-#BaksosFKUNAIR #MYOSIN2020 #FKUNAIR #MulaiBerbuat #MariBermanfaat #mulaiajadulu #Pejuangmanfaat #WEBINAR #webinargratis #webinarseries #webinarkesehatan #covid19 #COVID-19 #covidindonesia #covidjatim #newnormal #newnormal_2020 #belajar #hoax #creative #content29w";2020-09-13T12:06:59.000Z
11;adeameliaoct19;Hey everyone, Christmas is coming! 🎄🎅As you make your holiday plans, remember that the best gift 🎁🎉 you can give is stay home and stay safe!Stronger than ever 💪🏻 Yes.. i was tested positive for #covid19 and believe me, it’s only time that positive sounded so negative.I’m still recovery each day, trying to be stronger physically, mentally, and emotionally.Thanks to my lovely husband, entire family who stood by my side and all friends who supported in every possible way ❤️❤️❤️IT’S ONLY BY HIS GRACE, i’m getting my energy back slowly. Thank you for all the love, pray, and support you guys have given me so far.Badai pasti berlalu~~~#covidsurvivor #covidindonesia16w;2020-12-14T07:21:32.000Z
12;susierna1;Ini kenyataan yang sulit diterima tapi juga tak bisa diabaikan#Covid #covidindonesia #covid_19 #Jepara #JeparaKita39w;2020-07-10T13:25:41.000Z
13;dokterdecsa;Kulik santai minggu besok kita mengimport dokter Psikiatri yg beken yaitu @algristianhafid ! Kita akan bahas lebih dalam infodemics (jutaan infoo yang seliweran saat ini) benernya madu atau racun sih? Kita akan bahas kenapa informasi (bisa bener atau bohong) itu madu untuk raga kita atau ternyata racun! Syedappp..Jangan lupa minggu besok yaaa! Jam nya tetep dong jam 20.00#kuliksantai #livetalk #infodemic #infokesehatan #infosehat #psikiatri #instagramlivestream #dokterpedia #covidindonesia28w;2020-09-22T23:44:48.000Z
14;ammarchildrensbooks;produk gabungan antara buku dan boneka yang dikemas apik dengan penambahan fitur audio. Konsep buku boneka pertama di Indonesia yang cocok menemani aktivitas buah hati dimanapun berada.Hubungi Book Advisor kesayangan Ayah Bunda sekarang juga,hubungi Bunda Dea WA 085708850299 atau klik link di bio untuk info selengkapnya ya! 😉⁣⁣⁣⁣😊💕⁣⁣⁣⁣⁣⁣⁣—#momliteracyexpo2020⁣⁣#mizanmle2020⁣⁣#mandiramle2020⁣⁣#mbcmle2020#mizanstore2020#gabungduluaja #bukuanakmataram #bukuanakjawa #covid19italia #covidindonesia #covid19 #motherhood29w;2020-09-17T03:09:58.000Z
15;foranature;Selalu taati protokol kesehatan dan lakukan 3M yaitu Memakai Masker, Mencuci Tangan dan Menjaga Jarak. Lindungi selalu keluarga ❤#covi̇d19 #covid19indonesia #covidlife #covidindonesia #cegahcovid19 #cegahcovid #cegahcovid19bersama #cegahcorona #cegahcoronabersama #mencucitanganpakaisabun #mencucitangan #menjagajarak #pakaimaskeryuk #pakaimaskerselalu #pakaimasker #pakaimaskerlebihaman #pakaimaskeruntuksemua #pakaimaskerutksemua #maskerkain #maskerterbaik #lindungikeluargaanda #lindungikeluarga #tipskeluarga #tipskeluargasehat #tipssehatalami #tipssehat #tipssehatkeluarga27w;2020-09-28T10:58:25.000Z
16;kitabeli_id;Kasus covid-19 klaster keluarga sempat merebak nih beberapa waktu terakhir.. TemanKita, hindari penyebarannya dengan tips di atas ini yuk 👆🏻-Jangan lupa simpan dan bagikan ke teman-teman yang lainnya juga ya! Stay safe, TemanKita 🥰27w;2020-09-29T11:36:18.000Z
17;infogamer.id;Apa aja sih yg kalian lakuin dirumah selama pandemi? 🤔.Admin yg pasti ngegame dong wkwk, Semoga pandemi ini cepat berakhir. tag teman kamu..➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖✔FOLLOW FOR MORE MEME & INFO:@infogamer.id@infogamer.id@infogamer.id➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖[BONUS TAG]#covidindonesia #gamerforlife#indogamers ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖37w;2020-07-21T06:16:03.000Z
18;thecleanerindo;Cara menggunakan masker harus benar agar lebih efektif dalam pencegahan penyebaran virus 🦠.#idntimes #covid_19 #corona #protokolkesehatan #protokolkesehatancovid19 #coronaindonesia #coronajakarta #covidindonesia26w;2020-10-06T03:52:37.000Z
19;dr_dewi_s;My normal Sunday.. What about yours?#dokteranakmedan #rsiastellamaris#rsiastellamarismedan #dokteranak #pediatrician #siagacovid19 #covid19 #covid19indonesia #covidindonesia #stopcovid19 #pandemic2020 #proimunisasi #imunisasi #indonesiasehat #anakindonesia #balitasehat #bayisehat #bayisehatindonesia #anakmedan #newnormal #newnormalindonesia #newnormalmedan #bersamalawancorona #newnormal202039w;2020-07-05T10:50:02.000Z
20;dr.muslimkasim;Vaksinasi termasuk dalam imunisasi khusus yang dimuat dalam Peraturan Menteri Kesehatan Nomor 12 Tahun 2017 tentang Penyelenggaraan Imunisasi, Vaksinasi dilakukan dengan tujuan untuk tercapainya herd immunity atau kekebalan masyarakat di suatu negara terhadap suatu penyakit tertentu.Jika hal itu tidak tercapai, maka dikuatirkan jumlah korban meninggal terus akan bertambah, pemulihan kesehatan masyarakat akan memakan waktu lebih lama dan tentu biaya yg dikeluarkan pun akan semakin besar. Kita semua pastinya berharap strategi yg diterapkan @kemenkes_ri @satgascovid19.id utk menyelenggarakan vaksinasi bisa direncanakan secara matang dan baik agar tercapai target tujuannya.Jadi gimana menurut boss2kuh Layakkah bila rakyat hrs bayar utk mendapatkan vaksin ini?Silakan tulis jawaban dan alasanmu di kolom komen ya :)Thanks..🙏🏻Tetap jaga protokol kesehatan danStay safe and healthy semua ya 😊 🙏🏽#vaksincovid19 #herdimmunity #vaccinecovid19 #sinovac #pandemicovid19 #vaksin#indonesialawancorona #antibodi #covid19indonesia #vaksincorona#mentrikesehatan #indonesiabangkit #protokolkesehatan #cucitangan #stopcovid19 #menkes #faktakesehatan #covidindonesia #updatecovid19 #beritacorona #indonesialawancovid19 #coronamasihada16w;2020-12-15T01:05:12.000Z
21;ammarchildrensbooks;Good Morning Ayah Bunda 🤗😍 ⁣⁣Salah satu board book dalam Healthy Kids berjudul Achoo terdapat fitur slide dan push pull nya yang bisa dimainkan si kecil lho 🤩🤩⁣⁣Semuanya dirancang untuk melatih kemampuan motorik halus anak dari pergelangan tangan hingga jari-jarinya. 🥰😍⁣⁣Hubungi Book Advisor Bunda DeaWA 085707850299 sekarang juga untuk info selengkapnya ya 😉⁣⁣#BeHealthyWithHealthyKids #HealthyKids #AnakSehat #LalaRaka #BentangKids #Bentangpustaka #GabungAjaDulu #ResellerMandira #mandiradiansemesta #boardbook #boardgame #covid19 #coronavirus #covidindonesia #hidupsehat #hidupbersih #bukuanakmontessori #bukuanakbestseller #BukuBalita #bukubalitabestseller27w;2020-10-01T03:23:58.000Z
22;momandbabyspabidandesi;Bismillah semoga menjadi jalan ikhtiar, kami SIAP....😉😊Semoga covid cepat berlalu..#covid_19 #covidindonesia #covidfree12w;2021-01-11T10:06:56.000Z
23;ammarchildrensbooks;Selalu ingin si kecil menjaga kebersihan 🥰Mencuci tangan yang baik dan benar merupakan hal esensial yang wajib diajarkan oleh para orang tua kepada anak-anaknya.Mengingat, sebagian besar kegiatan yang kita lakukan sehari-hari hampir semuanya melibatkan tangan.Temukan hanya di Healthy Kids 🥰Segera hubungi Book Advisor Bunda Dea WA 085707850299 untuk info selengkapnya ya 😉#BeHealthyWithHealthyKids #HealthyKids #AnakSehat #LalaRaka #BentangKids #Bentangpustaka #GabungAjaDulu #ResellerMandira #mandiradiansemesta #boardbook #boardgame #HealthyKidsMandira #covidindonesia #bukudongeng #bukubalitajombang #bukuanakmataram #bukuanaklombok #bukuanakbandung #bukuanakbekasi #BelajarMengaji27w;2020-10-01T03:28:27.000Z
24;tempodotco;Koran Tempo edisi tanggal 31 Agustus 2020 lalu menulis liburan panjang menjadi salah satu pemicu lonjakan kasus Covid-19.DKI Jakarta berkontribusi paling banyak menyumbang pasien positif Covid-19. Tim Gugus Covid-19 DKI Jakarta mencatat ada lonjakan jumlah kasus sebanyak 1.114 pada 30 Agustus 2020.Kepala Bidang Pencegahan dan Pengendalian Penyakit Dinas Kesehatan DKI, Dwi Oktavia, mengatakan lonjakan jumlah kasus dalam sepekan terakhir dipengaruhi oleh efek libur panjang pada rentang 16-22 Agustus 2020. “Sebagian besar terpapar saat libur panjang akhir pekan,” kata Dwi.#datatempo#tempodotco#majalahtempo#korantempo#tempopublishing#covidindonesia #covid19#covid19indonesia #jakarta#aniesbaswedan #psbb29w;2020-09-13T03:00:45.000Z
25;dr_dewi_s;🇮🇩 Dirgahayu RI ke 75 🇮🇩Indonesia MajuMerdeka#dirgahayuindonesia#dokteranakmedan #rsiastellamaris#rsiastellamarismedan #dokteranak #pediatrician #siagacovid19 #covid19 #covid19indonesia #covidindonesia #stopcovid19 #pandemic2020 #proimunisasi #imunisasi #indonesiasehat #anakindonesia #balitasehat #bayisehat #bayisehatindonesia #anakmedan #newnormal #newnormalindonesia #newnormalmedan #bersamalawancorona #newnormal2020 #medan33w;2020-08-17T04:19:42.000Z
26;atalifshop.penegakbadan;Dengan harga 180.000, kamu bisa tebus alat ini untuk memperbaiki tulang punggung yang mulai membungkuk karena :☘️ Usia☘️ Cedera olahraga☘️ Kebiasaan duduk yang buruk☘️ Penyakit dan lain-lainKelebihan dibanding produk lain :☘️Desain nyaman☘️Strap bisa disesuaikan kencang kendor sesuai dengan keinginan anda☘️Tidak akan membuat anda kesakitan/sesak☘️Bahan nyaman tidak bikin iritasi atau gatal seperti merek lainCara pakai :Sesuaikan strap dengan ukuran anda, senyaman anda, pakailah 15-30 menit sehari sesuai kebutuhan anda..📌ORDER BY WA 085286799191📌Payment BCA/BRI📌SHIPPING JNE/J&T📌MAX ORDER JAM 2 SIANG UNTUK DIKIRIM DIHARI YANG SAMA.Note : Ada ribuan foto yang beredar didunia maya, namun setiap penjual memiliki kualitas barang yang berbeda, so jangan tertipu. Hanya kami yang menjamin kualitas terbaik 😉----------------------------------------------------------------Pastikan beli ditoko kami, THE BEST QUALITY 👇Follow — Follow — Follow@atalifshop.penegakbadan@atalifshop.penegakbadan@atalifshop.penegakbadan ----------------------------------------------------------------#indonesia #jakarta #like #bali #pulauweh #viralbanget #dirumahaja #surabaya #covidindonesia #kulinerbandung #bandungphotography #follow #medan #repost #love #travel #jawabarat #jawatimur #likes #jogja #pesonaindonesia #islam #semarang #fashionindonesia #pondokgede #bintaro #bsdcity #pandemic25w;2020-10-16T02:47:04.000Z
27;gunawanwilliam;Teman2 silahkan LIke video kami di Youtube yah! Caranya silahkan klik di Link Bio saya dan Klik Youtubenya, trus di LIKE deh! Thanks yah semua!!! #gkiperniagaan #gkipernias #bulankeluarga #covid_19 #covid #covidindonesia24w;2020-10-20T06:41:56.000Z
28;andriwelly_;Inilah sebagian kisah kami di masa sulit ini.. Sudah lebih dari 100 dokter yang gugur.. This is our story..(Full story nya ada di Youtube channelnya dokter keceh @clahayes https://youtu.be/trDi7YFdc2U )Makasih utk kesempatannya Doc Clarin! 🙌🏻🤟🏻“Lekas pulih Indonesiaku 🇮🇩🇮🇩”Btw ini video uda di review dan disetujui oleh European Union dan UNDP (United Nation Development Programme).. 🤗☺️#covid19 #covid_19 #covidindonesia #dokterkandungan #badaipastiberlalu #jagadirisemangatbelajar #akulawancovid19 #UreportCOVID19 #bersatulawancovid30w;2020-09-08T06:21:52.000Z
29;melodia_jog;JANGAN ORDER DARI MELODIA!Kita semua harus bersatu untuk bangkit dari pandemi ini ya melodiacs! Saling mendukung dan merangkul satu sama lain di masa pandemi ini agar semuanya bisa kembali berdiri lebih kokoh dari sebelumnya!#melodiamusik #hanyadimelodia #covid19 #covidindonesia22w;2020-11-05T08:52:54.000Z
30;coronavirus.updates.news;Active cases in different parts of the world as of 08.04.21Source: https://www.worldometers.info/coronavirus/Illustration: rawpixel.com#corona #coronaindonesia #covid_19 #covid #coronaviruspandemic #news #coronanews #covidnews #covidupdates #coronaupdate #covidupdate #pandemic #covidindonesia #school #schoolproject4h;2021-04-09T13:15:50.000Z
31;verdaomvvc.oficial;Governo do Estado confirma volta do Paulistão, datas serão divulgadas nesta sexta-feira@palmeiras @fpf_oficial #palmeirasantifascista #futebolévida #futeboldevárzea #palmeirasminhavidaevocê #palmeirasgigante #covi̇d19 #futebol2019 #futebol⚽ #palmeiras💚 #covidindonesia #palmeirasminhavida #palmeirastour #covid_19😷 #palmeirasonline #avantipalmeiras #sociedadeesportivapalmeiras #familiapalmeiras #futebolbrasileiro #palmeirasminhavidaévocê #sepalmeiras #futebolnaveia #futebolaovivo #meupalmeiras #futebolpaulista #futebolprofissional #soupalmeiras #palmeirascampeao #covidbrasil #palmeiraskids #tvpalmeiras5h;2021-04-09T11:53:36.000Z
32;mysafeapp;Halo MySafriends! Sudah tau keunggulan aplikasi MySafe dibanding aplikasi kesehatan lain, belum?Nih, Mimin kasih sedikit bocorannya! Kalau mau liat yang lebih lengkap, tunggu kehadiran MySafe Apps segera di Google Play Store & App Store!#mitrakorpora #mysafe #mysafeapp #beritaviruscorona #covidindonesia #covidindo #updatecovid #beritaviral #beritaviralindonesia #beritaviralhariini #dirumahaja #jagajakarta #covidjakarta #jakartatanggapcorona #hadapibersama #jagajarakaman #jagajarakdulu #pakaimasker #aplikasicovid19 #aplikasicovid #covid19 #covid19indonesia #beritacovid19 #beritacovid #beritakorona #lawancovid19 #pesanibu6h;2021-04-09T11:36:02.000Z
33;dr.fajriaddai;Insta Live dg @cofight_id: Mutasi Corona, Apa Bahayanya? [Bagian ke-2]dr. Muhamad Fajri Adda'i*monggo jika ingin share/repost 🙏#covidindonesia#covid19indonesia#updatecovid19#indonesialawancovid19#lawancovid_19#pakemasker#indonesiakuat#melawancorona#covid2020#rapidtestcorona#rapidtest#vaksìnasicovid19#rapidtestcovid19#vaksin#vaksìncovid19#alatmedis#mencegahcorona#coronaindonesia#cegahcorona#lawancorona#cucitangan#bersatulawancovid19#jagakesehatan#lawancovid19#indonesiasehat6h;2021-04-09T11:33:28.000Z
34;morajayatani_rempah;Supplier Jahe Merah Segar 🍃Stock Selalu Ready √Petani Jahe Merah Pemula 🔰@morajayatani_rempah#jahe#jahemerah#bertani#jahe#jualjahemerah#petani#indonesia#rempah#jamu#bisnisdigital#vaksin#covidindonesia#organik#petaniindonesia#budidaya#jamu#benih#bibit#simalungun#medan#pasarinduk#organik#cargo#bisnissampingan#pabrik#kebun#petaniindonesia#makassar#marketplace#diskonakhirtahun7h;2021-04-09T10:22:08.000Z
35;info_indonesia.id;Update COVID-19 Global dan Indonesia, Jumat (9 April 2021).#updatecoronaindonesia #updatecorona #updatecovid19 #covidindonesia #corona #covid19indonesia #Infoindonesia8h;2021-04-09T09:30:39.000Z
36;laskarciptahati;"Nabi PalsuDari Anas bin Malik ra, Nabi Muhammad bersabda, ""Firdaus adalah surga yang paling tinggi, yang paling bagus, dan yang paling afdal (utama)."" (HR. Turmudzi dan disahihkan oleh Al-Albani).Rasulullah Shallallahu ‘alaihi wa sallam bersabda,”Aku mendatangi pintu surga pada hari kiamat. Lalu aku minta dibukakan. Maka penjaga pintu Surga berkata, ‘Siapakah engkau?’ Lalu aku jawab,’Aku Muhammad’. Lantas malaikat tersebut berkata,’Aku diperintahkan dengan sebab engkau. Aku tidak membukanya untuk seorangpun sebelum engkau’.” (HR Muslim).Tag orang terdekatmu, biar tau👇Bantu dakwah 👇&lihat vidio lainnyaShare & follow @laskarciptahatiSumber YT HIJRAH TOTAL#prayforkalsel #banjarbaru #banjarmasin #banjirkalsel #covidindonesia #bukuislami #ilmuagama #dirumahsaja #videoislam #infobanjar #motivasionline #habarbanua #kalamberhijrah #sholawatbanjari #islamicquotes #wowfaktavidio #wargabanua #selfreminder #hijrahsantun #beranihijrah #syekhalijaber #hijrahquote #faktanyamuslim #banjarinfo #notemuslimah #duniabersholawat #klikbanjar #laskarciptahati9h";2021-04-09T07:39:58.000Z
37;sin_ata_lia;#vaksincoronavirus #vaksin #sinovac #pfizer #moderna#covax #vaksinvirus #vaksincovidl 9 #dukungvaksinasicovid#dukungvaksincovidl 9 #covidindonesia #covid #viruscorona#coronavirus #coronaindonesia #covidl 9 #like41ikes#likeforlikes #likesforlike #likes #like #likeme #liketime#likesforlikesback #likeforfollowers #likeforlikealways#likeforfolback11h;2021-04-09T06:30:15.000Z
38;sangkancil21;Vaksin astrazeneca aman dan Halal#vaksincoronavirus #vaksin #sinovac #pfizer #moderna#covax #vaksinvirus #vaksincovidl 9 #dukungvaksinasicovid#dukungvaksincovidl 9 #covidindonesia #covid #viruscorona#coronavirus #coronaindonesia #covidl 9 #like41ikes#likeforlikes #likesforlike #likes #like #likeme #liketime#likesforlikesback #likeforfollowers #likeforlikealways#likeforfolback11h;2021-04-09T05:51:07.000Z
